Timestamp,Strategy,Train_AnnRet,Train_MaxDD,Train_Sortino,Train_Sharpe,Train_Calmar,Train_Vol,Test_AnnRet,Test_MaxDD,Test_Sortino,Test_Sharpe,Test_Calmar,Test_Vol,VIX_Thresh,MA_Window,TNX_Thresh
2025-12-14T15:39:57.837,aggressive,0.12165080621210529,-0.37028459871251806,0.996310856022591,0.8019239176575175,0.3285332596470011,0.15169868803446693,0.15267406992587776,-0.12557403744047882,1.5588155721778598,1.2350696021290812,1.2158091993995508,0.12361576194790136,22.474226642561028,111,2.346864511791093
2025-12-14T15:40:00.065,balanced,0.10864874581510668,-0.4247107714518512,0.8776045630922228,0.6988655375253328,0.25581820174632425,0.1554644491411459,0.1374525718429162,-0.11019868624898313,1.62990780614055,1.1875075939824886,1.247315884804249,0.11574879397776983,33.22133613783257,51,2.0684486019647537
2025-12-14T15:40:01.47,conservative,0.10409916031160293,-0.3555948374908666,0.9011580944164637,0.7138889536105439,0.2927465456083195,0.14581982223581702,0.16358848295052136,-0.109219781937207,1.9766471710595215,1.417795631138104,1.4977917008163613,0.11538227326825964,23.799958265815455,39,4.991947106624134
2025-12-14T15:40:03.344,aggressive,0.1082921488096833,-0.43710890869557295,0.8698471993330067,0.7118736102739176,0.2477463777456524,0.1521227184809031,0.14773121681083498,-0.14653241928700164,1.4318721895898212,1.1950624501658023,1.0081811078372038,0.12361798899324368,22.729139058859065,22,2.581906868275227
2025-12-14T15:40:03.479,balanced,0.10751838316339346,-0.38515396334864166,0.9368041205696672,0.7675242297354835,0.2791568915157904,0.14008467615471654,0.14147669811004146,-0.10693265953405821,1.69120829041185,1.2420976287999954,1.3230447903054439,0.11390143160221931,19.429915679753687,52,5.456565198006857
2025-12-14T15:40:03.793,aggressive,0.11979041775403762,-0.43073079162742745,0.9563278759858033,0.7720741269285281,0.2781097151226042,0.15515403712670556,0.2303995528151895,-0.10946646619190548,2.4178741141497198,1.7775553031510307,2.1047500739749507,0.12961596885720833,19.785400784333028,102,2.507827762130554
2025-12-14T15:40:04.049,conservative,0.10086334566338394,-0.35133449663203,0.9249794165045013,0.7439395090439112,0.28708637105175333,0.13558003632984958,0.14561366613828633,-0.10369737203398952,1.6598023871196457,1.2998102503146025,1.4042175156623802,0.1120268640003742,13.837019746070595,64,6.384506795809052
2025-12-14T15:40:04.317,balanced,0.11311384173876263,-0.3204520808672382,1.0590512840077169,0.8473356020865864,0.352982079044839,0.13349355492701687,0.1410397770231787,-0.12844874551972374,1.604252918503927,1.226883496630252,1.0980237794655734,0.11495775875260966,18.228097131285303,43,3.7560689167353707
2025-12-14T15:40:04.445,conservative,0.10066438118387093,-0.3121145296903737,1.009880511918704,0.8015601056530566,0.32252385457265575,0.1255855680365435,0.13656988357455435,-0.10078621979709945,1.6343557006753018,1.2492442832781188,1.3550452021069326,0.10932200003043747,13.837019746070595,64,6.542564906290556
2025-12-14T15:40:04.987,balanced,0.12123730893319902,-0.34850348045261476,1.098273581120895,0.8866602595446759,0.34787976514823754,0.13673479512373507,0.1250702230213758,-0.13844641272564456,1.3499869011912902,1.0499714092067938,0.9033836309592507,0.11911774161151753,18.228097131285303,43,3.7560689167353707
