Date,equity
2018-09-10,14559.039917046626
2018-09-11,14744.862705916821
2018-09-12,14701.529457268738
2018-09-13,14863.84155981387
2018-09-14,14830.782272064518
2018-09-17,14460.878372116234
2018-09-18,14704.29224242967
2018-09-19,14662.90749442173
2018-09-20,14937.986648919506
2018-09-21,14800.182980195192
2018-09-24,14760.88478269829
2018-09-25,14814.129464563226
2018-09-26,14756.055485793584
2018-09-27,14883.189739274685
2018-09-28,14873.448506352837
2018-10-01,15173.733982239666
2018-10-02,15207.481099665827
2018-10-03,15320.804668111601
2018-10-04,15116.18662211888
2018-10-05,15014.495303923128
2018-10-08,14990.988250683406
2018-10-09,14996.570579173938
2018-10-10,14261.008868660743
2018-10-11,13738.351454200581
2018-10-12,13905.641426755394
2018-10-15,13963.572781511886
2018-10-16,14237.190698906934
2018-10-17,14218.541322589392
2018-10-18,14190.771200620198
2018-10-19,14424.5752790049
2018-10-22,14309.663945278458
2018-10-23,14220.613371482052
2018-10-24,14428.94936032001
2018-10-25,14267.655719613516
2018-10-26,13917.996381490151
2018-10-29,13953.926888090105
2018-10-30,14020.853410612155
2018-10-31,14011.444721662896
2018-11-01,13887.120788214164
2018-11-02,13929.13483687748
2018-11-05,13922.429686942587
2018-11-06,13877.523708043524
2018-11-07,13839.823444895033
2018-11-08,13826.330607866135
2018-11-09,13890.259035926829
2018-11-12,13780.198010685106
2018-11-13,13775.742812064673
2018-11-14,13614.163536167587
2018-11-15,13573.98477242536
2018-11-16,13724.75328894352
2018-11-19,13692.948456888244
2018-11-20,13440.48221519563
2018-11-21,13266.794815667568
2018-11-23,13292.310725362202
2018-11-26,13380.768295882195
2018-11-27,13527.20678685992
2018-11-28,13679.845828142881
2018-11-29,13690.558533655509
2018-11-30,13880.146057981043
2018-12-03,14002.426506648435
2018-12-04,13802.67608766762
2018-12-06,13819.579483683128
2018-12-07,13691.35053937314
