Date,Strategy
2020-02-26,20031.771471594464
2020-02-27,19742.046655306192
2020-02-28,19322.061945941703
2020-03-02,19716.15566206409
2020-03-03,19936.003715284976
2020-03-04,20223.664376350065
2020-03-05,20354.31643988041
2020-03-06,20335.511727709683
2020-03-09,19982.641473189135
2020-03-10,19979.605509111498
2020-03-11,19577.684527948626
2020-03-12,18518.246647095762
2020-03-13,18755.04473223436
2020-03-16,18049.462594639124
2020-03-17,18523.452111309904
2020-03-18,18018.075509863716
2020-03-19,17796.38228067343
2020-03-20,17768.68460711086
2020-03-23,18205.79096480153
2020-03-24,19204.32660607539
2020-03-25,19036.278454993404
2020-03-26,19548.393427700365
2020-03-27,19323.07526085559
2020-03-30,19609.21815488138
2020-03-31,19097.99115171254
2020-04-01,19005.059429588535
2020-04-02,19347.62578915918
2020-04-03,19362.917092315503
2020-04-06,20101.861592965713
2020-04-07,19960.36019190576
2020-04-08,19986.999528117973
2020-04-09,20334.851455958495
2020-04-13,20519.993780474197
2020-04-14,20885.30057392383
2020-04-15,20601.227897015822
2020-04-16,20415.936330283555
2020-04-17,21188.51223766048
2020-04-20,20923.294187467043
2020-04-21,20683.556144809532
2020-04-22,21060.298058611923
2020-04-23,21330.60248483839
2020-04-24,21466.314252497337
2020-04-27,21551.606291251068
2020-04-28,21775.65234725539
2020-04-29,22517.762362159126
2020-04-30,22190.57032975967
2020-05-01,21649.997808366134
2020-05-04,21942.623395444418
2020-05-05,21963.36910478685
2020-05-06,21639.738008502296
2020-05-07,22064.21904602552
2020-05-08,22411.94188041579
2020-05-11,22220.469242148174
2020-05-12,22048.272737164974
2020-05-13,21649.882006988395
2020-05-14,21888.948546220636
2020-05-15,21873.013120405874
2020-05-18,22505.27937476946
2020-05-19,22287.72376355208
2020-05-20,22745.75691611164
2020-05-21,22564.336856246773
2020-05-22,22579.95482685684
2020-05-26,22718.259126904883
2020-05-27,22862.335724542645
2020-05-28,22587.142065332802
2020-05-29,22666.237306547806
2020-06-01,22768.919558324775
2020-06-02,23020.63663920803
2020-06-03,23209.39430105899
2020-06-04,23064.34801609522
2020-06-05,23762.226793328482
2020-06-08,24234.198277760293
2020-06-09,24010.785908624304
2020-06-10,23773.73852278563
2020-06-11,22771.238674229815
2020-06-12,22976.46988466173
2020-06-15,23059.585309941063
2020-06-16,23294.99295993145
2020-06-17,23034.58213870341
2020-06-18,23237.975164594813
2020-06-19,23084.568608427515
2020-06-22,23218.71109305743
2020-06-23,23215.115423300762
2020-06-24,22698.70330599208
2020-06-25,22940.704105333953
2020-06-26,22630.353219717832
2020-06-29,22792.024424041076
2020-06-30,23038.271870825778
2020-07-01,22831.336060196183
2020-07-02,22969.551298501552
2020-07-06,23066.401796342296
2020-07-07,22857.829458889824
2020-07-08,22896.021275580035
2020-07-09,22617.124645411754
2020-07-10,22855.371267056613
2020-07-13,22743.750822794285
2020-07-14,23119.419301832117
2020-07-15,23310.419043086105
2020-07-16,23250.728132347107
2020-07-17,23144.661861766526
2020-07-20,23143.212815787272
2020-07-21,23630.66727740558
2020-07-22,23611.256693662268
2020-07-23,23574.056595125752
2020-07-24,23477.763946228355
2020-07-27,23549.639156199777
2020-07-28,23401.63214863097
2020-07-29,23648.629620763095
2020-07-30,23374.846564600055
2020-07-31,23446.595362446053
2020-08-03,23539.464012146866
2020-08-04,23866.90654358913
2020-08-05,23927.648576626456
2020-08-06,23981.224360340904
2020-08-07,23866.697547696484
2020-08-10,24101.53010622541
2020-08-11,23845.839947208995
2020-08-12,23965.52756354587
2020-08-13,23724.029239017535
2020-08-14,23767.542755113467
2020-08-17,23796.13437760007
2020-08-18,23772.949853642418
2020-08-19,23584.86014821866
2020-08-20,23534.056686012085
2020-08-21,23581.936493338668
2020-08-24,23859.985779667717
2020-08-25,23697.561520531708
2020-08-26,23592.251977941898
2020-08-27,23457.47224853689
2020-08-28,23666.725015466498
2020-08-31,23541.226259372368
2020-09-01,23681.869558603074
2020-09-02,23775.036265850475
2020-09-03,23436.00637543196
2020-09-04,23184.385564299373
2020-09-08,22712.28126198106
2020-09-09,22918.497588007405
2020-09-10,22747.17627315576
2020-09-11,22749.437575853077
2020-09-14,22971.473337698357
2020-09-15,22975.05262049238
2020-09-16,23221.254462862285
2020-09-17,23210.16672653519
2020-09-18,23118.869876889872
2020-09-21,22859.148108463665
2020-09-22,22877.039795908808
2020-09-23,22396.995126636448
2020-09-24,22497.678442511376
2020-09-25,22580.286429337182
2020-09-28,22829.33379309896
2020-09-29,22915.546345095576
2020-09-30,22853.698691177247
2020-10-01,23041.861033995552
2020-10-02,22986.968693150717
